Company_ID,Company,Physical_Address,Physical_City,Physical_State,Physical_Zip,Physical_County,Mailing_Address,Mailing_City,Mailing_State,Mailing_Zip,Phone,Alternate_Phone,Toll_Free,Fax,Website,Email,Employees_on_Site,Annual_Sales,Year_Established,Area_of_Distribution,Ownership,Imports,Woman_Owned,Minority_Owned,Business_Description
294969,"C-R Machine Co., Inc.","13 Alexander Rd., Ste. 10",Billerica,MA,01821,Middlesex,13 Alexander Rd Ste 10,Billerica,MA,01821-5000,978-663-3989,,,978-670-2610,www.crvision.com,gary@crmach.com,60,,1975,International,Private Corporation,Y,N,N,"Precision machining job shop, prototype to production, high purity machining, cleanroom packaging, electromechical assembly & welding"
309377,"Craft, Inc.",1929 County St.,South Attleboro,MA,02703,Bristol,PO Box 3049,South Attleboro,MA,02703-0912,508-761-7917,,800-827-2388,508-399-7240,www.craft-inc.com,craft@craft-inc.com,36,,1950,International,Private Corporation,N,N,N,"Metal stampings, picture frame hardware, box hinges, ID & utility clips"
310317,Cranberry Print Marketing Partners,19 Richards Rd.,Plymouth,MA,02360,Plymouth,19 Richards Rd,Plymouth,MA,02360-4871,508-747-6400,,,,www.cranberryprintmarketing.com,,40,,1985,Local,,N,N,N,"Commercial, offset & digital printing"
313809,"Crane & Co., Inc.",30 South St.,Dalton,MA,01226,Berkshire,30 South St,Dalton,MA,01226-1751,413-684-2600,,,413-684-0726,www.crane.com,customerservice@crane.com,1000,over $100Mil,1801,International,Private Corporation,N,N,N,"Corporate headquarters & stationery products, offset printing & security papers"
315480,"Crane & Co., Inc.",1466 Curran Hwy.,North Adams,MA,01247,Berkshire,PO Box 897,North Adams,MA,01247-0897,413-664-4321,,877-478-4849,413-664-8432,www.crane.com,customerservice@crane.com,350,,1967,International,Private Corporation,Y,N,N,Stationery engraving & thermography
3674980,"CRC Line, Inc., The",120-A Goddard Memorial Dr.,Worcester,MA,01603,Worcester,120A Goddard Memorial Dr,Worcester,MA,01603-1260,508-757-3955,,800-431-6700,508-757-5346,www.crcline.com,,25,,1958,Regional,Private Corporation,N,N,N,Wholesaler of automotive parts & paint
2903974,Creative Closet Co.,16 Avenue E,Hopkinton,MA,01748,Middlesex,16 Avenue E,Hopkinton,MA,01748-2211,800-225-6901,,,508-544-9873,www.californiacloset.com,,45,$6Mil-$10Mil,2004,Local,Private Corporation,Y,N,N,Wooden bedroom closets & pantry wine racks
314507,"Creative Extrusion & Technologies, Inc.",230 Elliot St.,Brockton,MA,02302,Plymouth,230 Elliot St,Brockton,MA,02302-2314,508-587-2290,,,508-580-0524,www.creativeet.com,sales@creativeet.com,31,,1952,International,Private Corporation,Y,N,N,"Plastic profile extrusions & leather & fabric bindings, strippings & pipings, including cutting & slitting"
1885031,"Creative Gifts International, Inc.",80 Shawmut Rd.,Canton,MA,02021,Norfolk,PO Box 225,Canton,MA,02021-0225,781-828-9999,,800-245-0427,781-828-7699,www.creativegiftsdirect.com,sales@creativegiftsdirect.com,20,,1991,International,Private Corporation,,N,N,"Distributor of giftware, including crystal items, silver plaques, leather products & baby gifts"
1885010,"Creative Materials, Inc.",12 Willow Rd.,Ayer,MA,01432,Middlesex,12 Willow Rd,Ayer,MA,01432-5513,978-391-4700,,800-560-5667,978-391-4705,www.creativematerials.com,info@creativematerials.com,50,$10Mil-$25Mil,1988,International,Private Corporation,N,N,N,"Highly conductive adhesives & inks for electronic, medical & related applications"
2904371,"Creative Office Interiors, Inc.","1 Design Center Pl., Ste. 734",Boston,MA,02210,Suffolk,1 Design Center Pl Ste 734,Boston,MA,02210-2335,617-956-4100,,,617-426-6541,www.creativeofficepavilion.com,kbuffo@cop-inc.com,83,,1988,Local,Private Corporation,,N,N,"Corporate headquarters & distributor of office furniture, including desks, chairs & cubicle partitions"
313632,Creative Playthings Ltd.,33 Loring Dr.,Framingham,MA,01702,Middlesex,33 Loring Dr,Framingham,MA,01702-8768,508-620-0900,,800-598-4997,508-872-3120,www.creativeplaythings.com,sales@creativeplaythings.com,100,$10Mil-$25Mil,1976,,,N,N,N,Company headquarters & children's swings
313890,"Crescent Ridge Dairy, Inc.",355 Bay Rd.,Sharon,MA,02067,Norfolk,355 Bay Rd,Sharon,MA,02067-1367,781-784-2740,,800-660-2740,781-784-8446,www.crescentridge.com,sales@crescentridge.com,50,,1932,Local,Private Corporation,N,N,N,Distributor of fluid milk & food products
313786,"Cricket Press, Inc.",50 Summer St.,Manchester,MA,01944,Essex,PO Box 357,Manchester,MA,01944-0357,978-526-7131,,888-526-7131,978-526-8193,www.cricketpress.com,info@cricketpress.com,20,,1921,Regional,Partnership,N,N,N,Commercial offset printing
3692147,"Crimson Hexagon, Inc.",155 Seaport Blvd.,Boston,MA,02210,Suffolk,155 Seaport Blvd,Boston,MA,02210-2698,617-547-1072,,,617-547-1017,www.crimsonhexagon.com,info@crimsonhexagon.com,75,,2007,International,Private Corporation,N,N,N,Social media analysis platform & software as a service (SaaS) software development
3692238,"Cristek Interconnects, Inc.",663 Lawrence St.,Lowell,MA,01852,Middlesex,663 Lawrence St,Lowell,MA,01852-3535,978-735-2161,,,978-735-2743,www.cristek.com,marjorieb@cristek.com,20,$2.5Mil-$3Mil,2010,National,Private Corporation,,Y,N,"Build-to-print cable & harness assemblies for military programs, including custom molded & braided assemblies"
304109,"Cri-Tech, Inc",85 Winter St.,Hanover,MA,02339,Plymouth,85 Winter St,Hanover,MA,02339-2553,781-826-5600,256-306-5599,800-826-5699,781-826-5770,www.critechinc.com,info@critechinc.com,50,,1977,International,Private Corporation,,N,N,"Custom rubber compounding, including colored & black compounds, fluoroelastomers, FKM, HNBR & formulation development"
2904458,"Critical Signal Technologies, Inc.","297 North St., Ste. 1, P.O. Box 1661",Pittsfield,MA,01201,Berkshire,27475 Meadowbrook Rd,Novi,MI,48377-3532,888-557-4462,,855-289-1072,800-325-5145,www.cstltl.com,,55,$11Mil-$25Mil,1979,National,Private Corporation,N,N,N,"Personal medical emergency communications systems, including security & fire alarms"
380962,"Crocetti-Oakdale Packing, Inc.",378 Pleasant St.,East Bridgewater,MA,02333,Plymouth,12 Taylor Ave,Brockton,MA,02302-3622,508-587-0035,,,,www.crocettis.com,betsyoakdale@gmail.com,23,$5Mil-$10Mil,1977,Local,Private Corporation,N,N,N,Meat processing & packing
1830899,Crocker & Winsor Seafoods,100 Widett Cir.,Boston,MA,02118,Suffolk,PO Box 816,Needham Heights,MA,02494-0013,617-269-3100,,800-225-1597,617-269-3376,www.crockerwinsor.com,,35,$50Mil,1895,National,Private Corporation,Y,N,N,Distributor of seafood
312072,"Crocker's Boat Yard, Inc.",15 Ashland Ave.,Manchester,MA,01944,Essex,PO Box 268,Manchester,MA,01944-0268,978-526-1971,,888-332-6004,978-526-7625,www.crockersboatyard.com,info@crockersboatyard.com,24,,1946,National,Private Corporation,N,N,N,"Rebuilt wooden & fiberglass boats, engine repowering & rebuilding & supplies"
1879850,Crosby & Baker Ltd.,999 Main Rd.,Westport,MA,02790,Bristol,PO Box 3409,Westport,MA,02790-0713,508-636-5154,,,508-636-4170,www.crosby-baker.com,info@crosby-baker.com,25,"$500,000-$1Mil",1987,National,Private Corporation,Y,N,N,Wholesaler of ingredients & supplies for craft beer brewing & winemaking
298589,"Crosby Yacht Yard, Inc.",72 Crosby Cir.,Osterville,MA,02655,Barnstable,72 Crosby Cir,Osterville,MA,02655-2030,508-428-6900,,877-491-9759,508-428-0323,www.crosbyyacht.com,contact@crosbyyacht.com,35,,1850,National,Private Corporation,N,N,N,Rebuilt boats & engines
2905187,"Crosson Oil Co., Inc.",1708 S. Main St.,Fall River,MA,02724,Bristol,1708 S Main St,Fall River,MA,02724-2102,508-679-1931,,,508-672-8459,,,30,"$500,000-$1Mil",1919,Local,Private Corporation,N,N,N,Wholesaler of gasoline & diesel fuels
314850,Crown Beverage Packaging,155 Shepard St.,Lawrence,MA,01843,Essex,155 Shepard St,Lawrence,MA,01843-1025,978-685-1961,,,978-686-9964,www.crowncorp.com,info@crowncorp.com,130,,1969,International,Public Corporation,N,N,N,Aluminum cans
2911078,"CrunchTime Information Systems, Inc.",129 Portland St.,Boston,MA,02114,Suffolk,129 Portland St,Boston,MA,02114-2014,617-567-5228,,,,www.crunchtime.com,info@crunchtime.com,57,,1995,National,Private Corporation,,N,N,Web-based software development for the foodservice & hospitality industries
295667,"Crusader Paper Co., Inc.",350 Holt Rd.,North Andover,MA,01845,Essex,350 Holt Rd,North Andover,MA,01845-1045,978-794-4900,,800-421-0007,978-794-1625,www.crusaderpaper.com,sales@crusaderpaper.com,40,$6Mil-$10Mil,1967,National,Private Corporation,Y,N,N,Paper converting
300758,"Crystal Engineering Co., Inc.","2 Stanley Tucker Dr., 2nd Fl.",Newburyport,MA,01950,Essex,2 Stanley Tucker Dr Fl 2,Newburyport,MA,01950-4039,978-465-7007,,,978-465-9977,www.crystalengineering.com,bethl@crystalengineering.com,30,$2.5Mil-$6Mil,1956,National,Private Corporation,N,N,N,"Metal stampings, including wire EDM processes"
1831199,Crystal Food Import Corp.,19 Ward St.,Somerville,MA,02143,Middlesex,19 Ward St,Somerville,MA,02143-4228,781-599-0202,,800-225-3573,617-864-2616,www.crystalfoodimport.com,feedback@crystalfoodimport.com,42,$10Mil-$25Mil,1965,National,Public Corporation,,N,N,"Distributor of gourmet foods, including cheese, crackers, pasta & olive oil"
313623,Crystal Steel Corp.,50 Log Bridge Rd.,Middleton,MA,01949,Essex,PO Box 980,Middleton,MA,01949-2980,978-774-9988,,,978-774-3171,www.crystal-steel.com,patrick@crystal-steel.com,40,,1973,National,Private Corporation,N,N,N,"Galvanized, galvannealed & galvalume slit coil & sheets, including precision blanks, cold rolled steel, hot rolled pickle & oil & tin plates"
315672,"CSI Keyboards, Inc.",56 Pulaski St.,Peabody,MA,01960,Essex,56 Pulaski St,Peabody,MA,01960-1888,978-532-8181,,,978-532-2957,www.csikeyboards.com,celliot@csikeyboards.com,22,"$500,000-$1Mil",1980,International,Sole Ownership,N,N,N,Electronic keyboard assembly & custom membrane switches
312416,"CSP, Inc.",43 Manning Rd.,Billerica,MA,01821,Middlesex,43 Manning Rd,Billerica,MA,01821-3925,978-663-7598,,800-325-1100,978-663-0150,www.cspi.com,info@cspi.com,40,$85Mil,1968,International,Public Corporation,N,N,N,"Corporate headquarters & IT integration solutions & high-performance computer systems for industrial, commercial & defense customers"
1786201,CSR Technology,"1 Wall St., 3rd Fl.",Burlington,MA,01803,Middlesex,1 Wall St Ste 3,Burlington,MA,01803-4757,781-791-6000,,,781-791-6111,www.csrtechnology.com,sales@csrtechnology.com,100,,2007,International,Public Corporation,N,N,N,Software development
1785745,"CST of America, Inc.","492 Old Connecticut Path, Ste. 505",Framingham,MA,01701,Middlesex,492 Old Connecticut Path Ste 505,Framingham,MA,01701-4595,508-665-4400,,,508-665-4401,www.cst.com,info@cst.com,40,$1Mil-$2.5Mil,2001,International,Private Corporation,N,N,N,"3D EM simulation software development for the aerospace, marine, automation, industrial equipment, automotive, transportation, consumer electronics, communication, defense, energy, healthcare, fundamental research & semiconductor industries"
313797,"CSW, Inc.",45 Tyburski Rd.,Ludlow,MA,01056,Hampden,45 Tyburski Rd,Ludlow,MA,01056-1247,413-589-1311,,,413-583-6387,www.cswgraphics.com,sales@cswgraphics.com,100,$10Mil-$25Mil,1937,Local,Private Corporation,N,N,N,"Corporate headquarters & steel-rule cutting dies, printing plates & prepress"
158202,CTS Electronic Components,75 South St.,Hopkinton,MA,01748,Middlesex,75 South St,Hopkinton,MA,01748-2204,508-435-6831,505-348-4392,800-982-5737,508-435-5289,www.ctscorp.com,frequencysales@ctscorp.com,63,,1896,International,Public Corporation,Y,N,N,"Precision crystal quartz oscillators, frequency control & timing products, high-performance RF & EMI/RFI ceramic filters, resistor networks, thermal management solutions & heat sinks, piezoelectric material & ultrasonic transducers"
3658222,"Cubist Pharmaceuticals, Inc.",65 Hayden Ave.,Lexington,MA,02421,Middlesex,65 Hayden Ave,Lexington,MA,02421-7994,781-860-8660,,877-528-2478,781-861-0566,www.cubist.com,medicaleducation@cubist.com,300,$100Mil-$250Mil (est),1992,,Public Corporation,,N,N,Corporate headquarters & biopharmaceuticals
314400,Culpeppers Bakery Co.,"500 Cambridge St., College Sq.",Worcester,MA,01610,Worcester,"500 Cambridge St., College Sq.",Worcester,MA,1610,508-755-8393,,,508-755-8304,,,30,"$500,000-$1Mil",1998,Local,Sole Ownership,N,N,N,Breads & rolls
526324,"Culver Co., LLC",104 Bridge Rd.,Salisbury,MA,01952,Essex,104 Bridge Rd,Salisbury,MA,01952-2410,978-463-1700,,800-428-5837,978-463-1715,www.culverco.com,administrator@culverco.com,25,$1Mil-$2.5Mil (est),1970,National,Private Corporation,N,N,N,Safety booklet publishing for utility companies
1669058,"Cumar, Inc.","69 Norman St., Ste. 4",Everett,MA,02149,Middlesex,69 Norman St Ste 4,Everett,MA,02149-1946,617-389-7818,,,617-389-1755,www.cumar.com,info@cumar.com,45,$10Mil-$20Mil,1992,Regional,Private Corporation,Y,N,N,"Custom marble, granite, onyx & semi-precious stone slab fabrication of countertops, tubs, fireplaces, outdoor living spaces, flooring & tiles & distributor of imported natural stone for interior & exterior design"
313607,Cuming Corp.,225 Bodwell St.,Avon,MA,02322,Norfolk,225 Bodwell St,Avon,MA,02322-1148,508-580-2660,,800-432-6464,508-580-0960,www.cumingcorp.com,mhaddad@cumingcorp.com,150,,1980,International,Private Corporation,Y,N,N,"Syntactic foam buoyancy modules for the offshore oil & gas, defense & marine sciences applications & the ocean industry"
3694206,Cuming Microwave Corp.,264 Bodwell St.,Avon,MA,02322,Norfolk,264 Bodwell St,Avon,MA,02322-1119,508-521-6700,,,508-584-2309,www.cumingmicrowave.com,sales@cumingmicrowave.com,150,$10Mil-$25Mil,1980,International,Private Corporation,N,N,N,"Microwave absorbing materials, radar absorbers, dielectric materials & anechoic & EMC chambers for the defense, electronic, telecom, medical & automotive industries"
1787989,"Cummins Northeast, Inc.",100 Allied Dr.,Dedham,MA,02026,Norfolk,100 Allied Dr,Dedham,MA,02026-6146,781-329-1750,,,781-329-4428,www.cummins.com,sales@cummins.com,30,$11Mil-$25Mil,1955,Regional,Public Corporation,N,N,N,Rebuilt diesel engines
1785830,"Curriculum Assocs., LLC",153 Rangeway Rd.,North Billerica,MA,01862,Middlesex,PO Box 2001,North Billerica,MA,01862-0901,978-667-8000,,800-225-0248,978-667-5706,www.curriculumassocs.com,cainfo@curriculumassociates.com,275,,1969,International,Private Corporation,Y,N,N,"Supplementary educational reading, language arts, math, assessments & test prep programs publishing for K-8 & at-risk secondary students"
299664,Curry Printing,190 Turnpike Rd.,Westborough,MA,01581,Worcester,190 Turnpike Rd,Westborough,MA,01581-2806,508-366-4060,,800-540-4993,508-366-7969,www.curryprinting.com,jgardner@curryprinting.com,28,,1981,National,Private Corporation,N,N,N,"Company headquarters & sheetfed offset, digital instant & color, wide-format color & engineering printing, including mailing, fulfillment & inhouse bindery"
314702,CURTIL Marland,12 Betnr Industrial Dr.,Pittsfield,MA,01201,Berkshire,12 Betnr Industrial Dr,Pittsfield,MA,01201-7831,413-443-4481,,,413-443-1095,www.curtil.com,mecanique@curtil.com,55,$8Mil,1946,International,Private Corporation,N,N,N,High cavitation molds for the food & medical plastic parts industries & precision machining for aircraft & aerospace industries
296368,Curtis Industries,111 Higgins St.,Worcester,MA,01606,Worcester,111 Higgins St,Worcester,MA,01606-1913,508-853-2200,,800-343-7676,508-854-3377,www.curtisindustries.net,,150,$6Mil-$10Mil,1969,National,Private Corporation,N,N,N,Tractor cabs & snowplows
299186,"Curtis Universal Joint Co., Inc.",4 Birnie Ave.,Springfield,MA,01107,Hampden,4 Birnie Ave,Springfield,MA,01107-1129,413-737-0281,800-466-2144,,413-737-8430,www.curtisuniversal.com,info@curtisuniversal.com,27,$2.5Mil-$5Mil (est),1935,International,Private Corporation,Y,N,N,Universal joints
294833,Curtiss-Wright Controls Inc.,151 Taylor St.,Littleton,MA,01460,Middlesex,151 Taylor St,Littleton,MA,01460-1407,978-952-2000,,,978-952-2001,www.cwcdefense.com,ds@curtisswright.com,48,,1976,International,Public Corporation,N,N,N,"Electronic enclosures & backplanes for military, telecommunications & commercial applications"
472799,"Cusp Dental Research, Inc.",381 Pearl St.,Malden,MA,02148,Middlesex,381 Pearl St,Malden,MA,02148-6606,781-388-0078,,888-267-0660,781-388-0071,www.cuspdental.com,info@cuspdental.com,20,$1Mil-$2.5Mil,1991,National,Private Corporation,N,N,N,Crown bridge lab
299747,Custom Carbide Corp.,616 Dwight St.,Springfield,MA,01104,Hampden,616 Dwight St,Springfield,MA,01104-3409,413-732-7470,,800-523-8570,413-732-7831,www.benchmarkcarbide.com,imao@benchmarkcarbide.com,44,$8Mil-$13Mil,1975,National,,N,N,N,Carbide tools
3691595,"Custom Closet Co., Inc.",229 Lowell St.,Somerville,MA,02144,Middlesex,229 Lowell St,Somerville,MA,02144-2614,617-628-1248,,,617-628-1614,bostoncloset.com,,20,$1Mil-$2.5Mil (est),,Local,Private Corporation,,N,N,"Wooden shelving, closets & cabinets"
314355,"Custom Extrusion, Inc.",34 Home Rd.,Sheffield,MA,01257,Berkshire,PO Box 517,Sheffield,MA,01257-0517,413-229-8748,,,413-229-3098,www.custom-extrusion.com,info@custom-extrusion.com,35,$1Mil-$5Mil,1957,International,Private Corporation,N,N,N,"Corporate headquarters & rigid, plastic profile extrusions, including thermoplastic resins & in-house tool & die fabrication"
297041,"Custom Group, Inc.",30 Nashua St.,Woburn,MA,01801,Middlesex,30 Nashua St,Woburn,MA,01801-4565,781-935-4940,,,781-935-3904,www.customgroupusa.com,sales@customgroupusa.com,80,$6Mil-$10Mil,1968,Local,Private Corporation,N,N,N,General machining job shop
294718,"Custom Machine & Tool Co., Inc.",301 Winter St.,Hanover,MA,02339,Plymouth,PO Box 298,Hanover,MA,02339-0298,781-924-1003,,800-355-5949,781-924-5154,www.cmtco.com,info@cmtco.com,21,$1Mil-$5Mil,1964,International,Private Corporation,N,N,N,Synchronous-timing belt drives & pulleys & engineered hub-to-shaft connection systems
303660,Custom Packaging,1 Allen St.,Springfield,MA,01108,Hampden,1 Allen St,Springfield,MA,01108-1953,413-732-0452,,800-933-3663,413-746-6508,www.humanresourceunlimited.org,,70,,1970,International,Private Corporation,N,N,N,Contract packaging
1786395,"Custom Seasonings, Inc.",12 Heritage Way,Gloucester,MA,01930,Essex,12 Heritage Way,Gloucester,MA,01930-2216,978-762-6300,,,978-774-2962,www.customseasonings.com,mark@customseasonings.com,31,over $10Mil,1984,National,,N,N,N,"Food seasonings, including flavors, spices, soups, sauces, gravies & marinades"
1880020,"Cutone Mushroom Co., Inc., Mario",145 Market St.,Chelsea,MA,02150,Suffolk,145 Market St,Chelsea,MA,02150-1702,617-889-1122,,,617-884-3944,www.cutonespecialtyfoods.com,customerservice@cutonespecialtyfoods.com,20,$10Mil-$25Mil,1995,Regional,Private Corporation,,N,N,Wholesaler of fresh fruits & vegetables
1833822,"Cyalume Technologies, Inc.",96 Windsor St.,West Springfield,MA,01089,Hampden,96 Windsor St,West Springfield,MA,01089-3528,413-858-2580,,888-858-7881,413-788-4817,www.cyalume.com,info@cyalume.com,150,$50Mil-$100Mil,2005,International,,N,N,N,Chemiluminescent emergency lighting products for the commercial & military industries
3657871,"Cyber-Ark Software, Inc.","60 Wells Ave., Ste. 103",Newton Center,MA,02459,Middlesex,60 Wells Ave Ste 103,Newton Center,MA,02459-3245,617-965-1544,,888-808-9005,617-965-1644,www.cyberark.com,info@cyberark.com,60,,2000,International,Private Corporation,N,N,N,Privileged identity & highly-sensitive information management software development
310723,"Cybex International, Inc.",10 Trotter Dr.,Medway,MA,02053,Norfolk,10 Trotter Dr,Medway,MA,02053-2299,508-533-4300,,,508-533-5500,www.cybexinternational.com,info@cybexintl.com,650,$170Mil,1953,International,Public Corporation,N,N,N,Corporate headquarters & fitness equipment
314159,Cyn Environmental Services,1771 Washington St.,Stoughton,MA,02072,Norfolk,PO Box 119,Stoughton,MA,02072-0119,781-341-5108,,800-242-5818,781-344-3318,www.cynenv.com,info@cynenv.com,85,,1974,Regional,Private Corporation,Y,N,N,Oil recycling
311728,"Cynosure, Inc.",5 Carlisle Rd.,Westford,MA,01886,Middlesex,5 Carlisle Rd,Westford,MA,01886-3601,978-256-4200,,800-866-2966,978-256-6556,www.cynosure.com,service@cynosure.com,100,,1991,,Private Corporation,N,N,N,"Corporate headquarters & light-based aesthetic & medical treatment laser systems for hair removal, skin revitalization, scar reduction & vascular lesion treatment applications"
3744803,"Cytonome/ST, LLC","27 Drydock Ave., Ste. 5",Boston,MA,02210,Suffolk,27 Drydock Ave Ste 5,Boston,MA,02210-2382,617-330-1301,,,617-330-5001,www.cytonomest.com,info@cytonome.com,70,$10Mil-$25Mil (est),,,Limited Liability Company,,N,N,Desktop cell sorting & purification & sheath delivery systems for biological laboratories
3690993,Cytyc Corp.,445 Simarano Dr.,Marlborough,MA,01752,Middlesex,445 Simarano Dr,Marlborough,MA,01752-3073,508-303-4746,,888-773-8376,508-303-4862,www.hologic.com,marketing@hologic.com,115,$10Mil-$25Mil (est),2008,International,Public Corporation,Y,N,N,"Medical equipment for women's health, including mammogram & cervical testing machines"
522610,"D & D Manufacturing, LLC",49 Mitchell Rd.,Ipswich,MA,01938,Essex,49 Mitchell Rd,Ipswich,MA,01938-1218,978-356-9188,,,978-356-9788,www.danddmanufacturing.com,dd@nii.net,20,,1998,National,Limited Liability Company,N,N,N,Prototype & production machining
301243,"D & R Products Co., Inc.",455 River Rd.,Hudson,MA,01749,Middlesex,PO Box 718,Hudson,MA,01749-0718,978-562-4137,,,978-562-4745,www.drproducts.com,rnewman@drproducts.com,100,,1938,International,,N,Y,N,Medical devices
314148,D & S Mfg.,10 Hudson Dr.,Southwick,MA,01077,Hampden,PO Box 1131,Southwick,MA,01077-1131,413-569-5688,,,413-569-6192,www.dsmfgtova.com,,25,,1976,International,Private Corporation,N,N,N,Precision machining job shop
298012,"D S Graphics, Inc.",120 Stedman St.,Lowell,MA,01851,Middlesex,120 Stedman St,Lowell,MA,01851-2704,978-970-1359,,800-526-8283,978-970-1253,www.dsgraphics.com,,170,$11Mil-$25Mil,1972,International,Private Corporation,N,N,N,Commercial printing
313608,"D V Die Cutting, Inc.",45 Prince St. (PMB MSR-E113018),Danvers,MA,01923,Essex,45 Prince St,Danvers,MA,01923-1437,978-777-0300,,,978-774-5430,www.dvdie.com,evarney@dvdie.com,30,$1Mil-$5Mil,1964,International,Sole Ownership,N,N,N,"Steel rule dies, tools, jigs, fixtures, gaskets, insulators, washers, packaging inserts & assemblies"
381001,D.E.L.S. Ivory Mfg. Co.,246 Middleboro Rd.,East Freetown,MA,02717,Bristol,246 Middleboro Rd,East Freetown,MA,02717-1320,508-763-5555,,800-957-3357,508-763-4887,www.nantucketbasketsupplies.com,sales@delsnantuckets.com,25,"$500,000-$1Mil",1968,International,Private Corporation,Y,N,N,Baskets & basket supplies
312047,"D.W. Clark, Inc.",692 N. Bedford St.,East Bridgewater,MA,02333,Plymouth,PO Box 448,East Bridgewater,MA,02333-0448,508-378-4014,,,508-378-9710,www.dwclark.com,sales@dwclark.com,40,$1Mil-$2.5Mil,1902,International,Private Corporation,N,N,N,"Steel, stainless, nickel & cobalt based, iron, bronze sand & centrifugal castings, including machining, testing & fabrication"
296679,"D3 Synergy Graphics, LLC",164 Locke Dr.,Marlborough,MA,01752,Middlesex,164 Locke Dr,Marlborough,MA,01752-7230,978-632-2281,,800-649-2285,508-485-2804,www.d3synergy.com,info@d3synergy.com,21,$1Mil-$2.5Mil,1983,Regional,Private Corporation,N,N,N,Commercial printing
3674073,"Daily News Of Newburyport, The",23 Liberty St.,Newburyport,MA,01950,Essex,23 Liberty St,Newburyport,MA,01950-2750,978-462-6666,,,978-465-8505,www.newburyportnews.com,kandreas@newburyportnews.com,30,,1991,Local,Private Corporation,N,N,N,Daily newspaper publishing
298986,Dairy World Magazines,19 River St.,Millbury,MA,01527,Worcester,PO Box 31,Millbury,MA,01527-0031,508-865-6911,,,508-865-4169,,info@ibaprintshop.com,50,$2.6Mil-$5Mil,1987,National,Private Corporation,N,N,N,Magazine printing
296171,"Dakota Systems, Inc.",1057 Broadway Rd.,Dracut,MA,01826,Middlesex,1057 Broadway Rd,Dracut,MA,01826-2807,978-275-0601,,,978-275-0606,www.dakotasystems.com,info@dakotasystems.com,90,$11Mil-$25Mil,1984,International,Private Corporation,N,N,N,Semiconductors & stainless-steel tubing
303737,Dale Engineering & Son,3 Alfred Cir.,Bedford,MA,01730,Middlesex,3 Alfred Cir,Bedford,MA,01730-2318,781-541-6055,,,781-541-6054,www.daleengineering.com,info@daleengineering.com,34,$11Mil-$25Mil,1985,National,Private Corporation,N,N,N,Precision machining job shop
312298,"Dale Medical Products, Inc.",7 Cross St.,Plainville,MA,02762,Norfolk,PO Box 1556,Plainville,MA,02762-0556,508-695-9316,,800-343-3980,508-695-6587,www.dalemed.com,info@dalemed.com,150,$50Mil-$100Mil,1961,International,Private Corporation,N,N,N,Medical equipment
299693,"Dalton Electric Heating Co., Inc.",28 Hayward St.,Ipswich,MA,01938,Essex,28 Hayward St,Ipswich,MA,01938-2012,978-356-9844,,,978-356-9846,www.daltonelectric.com,dalton@daltonelectric.com,40,,1921,International,Private Corporation,N,N,N,"Industrial, split-sheath cartridge & vacuum diffusion pump heaters"
1879507,D'Amici's Bakery,500 Eastern Ave.,Lynn,MA,01902,Essex,500 Eastern Ave,Lynn,MA,01902-1539,781-596-1559,,,781-596-1136,www.damicis.com,info@damicis.com,30,,1992,Local,Sole Ownership,Y,N,N,"Handmade custom wedding & special occasion cakes, pastries, desserts, bread, cookies, tortes & pies"
312061,"Dampney Company, Inc.",85 Paris St.,Everett,MA,02149,Middlesex,85 Paris St,Everett,MA,02149-4411,617-389-2805,,800-537-7023,617-389-0484,www.dampney.com,mail@dampney.com,35,$1Mil-$2.5Mil,1917,International,Private Corporation,N,N,N,Corporate headquarters & protective coatings & paints
381431,Dance Co.,1299 County St.,Attleboro,MA,02703,Bristol,1299 County St,Attleboro,MA,02703-6103,508-431-1900,,800-326-7365,508-431-1865,www.danceco.com,,30,"$500,000-$1Mil",1985,Regional,Private Corporation,Y,N,N,Dance costumes
296400,"Dancing Deer Baking Co., Inc.","65 Sprague St., Ste. West-A",Hyde Park,MA,02136,Suffolk,65 Sprague St Ste West-A,Hyde Park,MA,02136-2061,617-442-7300,,888-699-3337,617-442-8118,www.dancingdeer.com,info@dancingdeer.com,65,$1Mil-$5Mil,1994,National,Private Corporation,N,N,N,Baked goods
1669160,"Daniels Recycling, Inc.",23 Giddiah Hill Rd.,Orleans,MA,02653,Barnstable,71 Finlay Rd,Orleans,MA,02653-3320,508-255-7033,,,508-240-3875,www.danielsrecycling.com,dispatch@danielsrecycling.com,20,"$500,000-$1Mil",2003,Local,Private Corporation,N,N,N,Wholesaler of recycled cardboard & scrap metal
3716240,Danvers Industrial Packaging,"39 Tozer Rd., Bldg. 2",Beverly,MA,01915,Essex,39 Tozer Rd Bldg 2,Beverly,MA,01915-5513,978-777-0020,,,978-777-7950,www.danpack.com,,50,$10Mil-$25Mil (est),,,,,N,N,"Custom corrugated cardboard boxes & polyurethane, polyethylene & expanded polystyrene foam & cardboard box inserts for product packaging applications"
2904195,Dario Diesel,182 S.W. Cutoff,Worcester,MA,01604,Worcester,182 SW Cutoff,Worcester,MA,01604-2710,508-753-5814,,800-223-2746,508-757-2572,www.dariodiesel.com,dario@dariodiesel.com,30,,1959,Local,Private Corporation,N,N,N,Distributor of heavy-duty & industrial trucks
